,ID,光照强度,功率A,功率B,功率C,发电量,平均功率,板温,现场温度,电压A,电压B,电压C,电流A,电流B,电流C,转换效率,转换效率A,转换效率B,转换效率C,风向,风速
4771,9617,480,1224.84,1668.28,1078.0,2.7570720669999997,1323.71,-0.23,-7.7,708.0,716.0,700.0,1.73,2.33,1.54,9.58,8.87,12.07,7.8,95,2.3
4772,9618,520,1624.94,1836.0,1587.76,3.4742003739999996,1682.9,-0.16,-7.5,719.0,720.0,712.0,2.26,2.55,2.23,11.24,10.85,12.26,10.61,78,1.5
4773,9620,493,1837.32,2239.17,1805.44,3.965020975,1960.64,0.66,-7.4,732.0,739.0,728.0,2.51,3.03,2.48,13.77,12.91,15.73,12.68,117,0.0
4774,9621,534,2106.15,2885.12,2095.92,4.480373622,2362.4,1.5,-7.0,739.0,736.0,738.0,2.85,3.92,2.84,15.28,13.62,18.66,13.55,53,0.0
4775,9623,552,2936.43,4234.04,2686.04,5.912768677000001,3285.5,2.34,-7.2,711.0,701.0,724.0,4.13,6.04,3.71,20.5,18.32,26.41,16.76,20,0.0
4776,9626,486,4043.36,4022.87,3273.45,7.897149483,3779.89,4.97,-7.2,683.0,683.0,695.0,5.92,5.89,4.71,26.54,28.39,28.24,22.98,20,0.0
4777,9627,318,3168.8,2166.4,2322.2,6.211589245,2552.47,5.91,-7.1,680.0,677.0,683.0,4.66,3.2,3.4,27.3,33.89,23.17,24.83,27,0.5
4778,9629,490,2438.6,3664.32,2869.02,5.558223408,2990.65,3.91,-7.5,685.0,694.0,693.0,3.56,5.28,4.14,20.9,17.04,25.61,20.05,85,2.0
4779,9631,629,4684.3,4482.0,4502.25,9.546295051,4556.18,4.95,-7.0,674.0,675.0,675.0,6.95,6.64,6.67,24.72,25.41,24.31,24.42,119,0.0
4780,9634,337,2254.41,2709.7,2318.8,5.054576808999999,2427.64,4.43,-7.2,677.0,686.0,682.0,3.33,3.95,3.4,24.63,22.87,27.49,23.52,83,1.6
4781,9635,403,3015.3,3205.8,2369.88,6.065272189,2863.66,3.82,-7.4,690.0,685.0,681.0,4.37,4.68,3.48,24.34,25.63,27.25,20.15,57,1.4
4782,9636,568,3679.26,3767.2,3734.64,7.49866592,3727.03,4.24,-7.0,689.0,680.0,684.0,5.34,5.54,5.46,22.45,22.16,22.69,22.49,91,1.3
4783,9638,318,4127.11,2537.04,2166.4,7.753076576000001,2943.52,4.06,-7.3,689.0,682.0,677.0,5.99,3.72,3.2,31.68,44.42,27.31,23.32,102,1.1
4784,9643,378,2325.3,2390.65,2482.0,5.034719297,2399.32,2.51,-7.4,690.0,685.0,680.0,3.37,3.49,3.65,21.84,21.17,21.76,22.6,28,1.2
4785,9644,246,1947.04,1768.97,1773.2,4.17790827,1829.74,1.83,-7.5,688.0,683.0,682.0,2.83,2.59,2.6,25.66,27.3,24.81,24.86,96,2.4
4786,9648,228,1767.5,1764.6,1616.94,3.778483418,1716.35,-1.68,-7.7,707.0,692.0,691.0,2.5,2.55,2.34,26.28,27.07,27.02,24.76,85,2.3
4787,9649,228,3577.42,1764.6,1616.94,6.564441745,2319.65,-1.68,-7.7,707.0,692.0,691.0,5.06,2.55,2.34,35.52,54.78,27.02,24.76,85,2.3
4788,9650,393,1975.34,4251.15,3824.87,5.863173055,3350.45,-0.98,-7.3,698.0,705.0,707.0,2.83,6.03,5.41,29.69,17.51,37.68,33.9,61,2.4
4789,9651,658,3851.49,4617.2,2654.56,6.438494171,3707.75,1.27,-7.0,699.0,680.0,706.0,5.51,6.79,3.76,19.48,20.23,24.25,13.94,91,1.7
4790,9656,322,2304.96,2575.6,2693.99,5.300208171,2524.85,5.39,-7.2,672.0,685.0,689.0,3.43,3.76,3.91,26.71,24.39,27.25,28.5,48,2.2
4791,9657,288,2722.54,1869.75,2102.95,5.384309265,2231.75,4.12,-7.2,691.0,675.0,685.0,3.94,2.77,3.07,26.52,32.35,22.22,24.99,34,2.1
4792,9658,288,3946.68,4270.91,1849.6,7.311674767,3355.73,3.95,-7.0,684.0,679.0,680.0,5.77,6.29,2.72,39.9,46.92,50.78,21.99,67,1.7
4793,9659,330,2794.8,3364.14,2744.56,6.102976191000001,2967.83,5.24,-6.8,680.0,681.0,676.0,4.11,4.94,4.06,30.66,28.87,34.75,28.35,116,2.2
4794,9661,181,1299.6,1103.22,1413.3,2.949659596,1272.04,1.68,-7.2,684.0,681.0,673.0,1.9,1.62,2.1,24.26,24.78,21.04,26.95,101,1.9
4795,9663,152,1096.0,1092.33,1099.63,2.485966284,1095.99,-1.06,-7.7,685.0,687.0,683.0,1.6,1.59,1.61,25.12,25.12,25.04,25.21,91,2.5
4796,9665,525,3859.94,3866.92,3926.85,7.800223946,3884.57,-1.0,-7.1,698.0,698.0,705.0,5.53,5.54,5.57,25.77,25.61,25.66,26.05,93,2.0
4797,9666,535,3703.76,3759.28,3720.6,7.49928992,3727.88,1.81,-6.7,691.0,686.0,689.0,5.36,5.48,5.4,24.04,23.88,24.24,23.99,77,2.5
4798,9667,535,3759.28,3759.28,3720.6,7.571497656,3746.39,1.81,-6.7,686.0,686.0,689.0,5.48,5.48,5.4,24.16,24.24,24.24,23.99,77,2.5
4799,9670,387,3757.35,2982.24,3845.36,7.631495076,3528.32,6.52,-6.7,677.0,684.0,677.0,5.55,4.36,5.68,30.94,32.95,26.15,33.72,111,2.7
4800,9671,355,3844.26,3437.46,3944.0,7.947585302,3741.91,6.2,-6.8,678.0,678.0,680.0,5.67,5.07,5.8,35.81,36.79,32.9,37.74,100,2.6
4801,9672,524,3607.28,3190.72,3850.56,8.113952576,3549.52,6.95,-6.7,673.0,676.0,672.0,5.36,4.72,5.73,22.95,23.33,20.63,24.9,109,1.3
4802,9673,192,3415.5,2220.33,1493.86,6.437343076,2376.56,6.57,-6.6,675.0,679.0,661.0,5.06,3.27,2.26,42.0,60.35,39.24,26.4,86,1.7
4803,9674,185,3237.42,2999.11,1480.74,6.213143399,2572.42,5.53,-7.0,683.0,677.0,667.0,4.74,4.43,2.22,47.35,59.59,55.2,27.26,95,2.6
4804,9675,441,1502.34,3376.1,2525.4,4.278173855,2467.95,4.12,-6.9,686.0,689.0,690.0,2.19,4.9,3.66,19.15,11.66,26.2,19.6,122,2.0
4805,9676,206,2945.25,3143.82,2030.56,5.986151773,2706.54,4.41,-7.0,693.0,694.0,686.0,4.25,4.53,2.96,44.92,48.88,52.17,33.7,97,2.0
4806,9677,198,3121.3,2370.16,1515.1,5.91554343,2335.52,3.72,-6.8,686.0,689.0,695.0,4.55,3.44,2.18,40.42,54.02,41.02,26.22,97,2.6
4807,9678,304,1925.15,1534.02,1476.09,4.02225849,1645.09,2.47,-7.1,695.0,691.0,693.0,2.77,2.22,2.13,18.63,21.8,17.37,16.71,87,1.2
4808,9681,377,2885.22,2583.96,2976.48,5.881055676,2815.22,-0.43,-7.2,702.0,706.0,702.0,4.11,3.66,4.24,25.96,26.61,23.83,27.45,96,1.8
4809,9683,257,1605.29,1293.81,2555.28,3.656698954,1818.13,-0.54,-7.3,701.0,707.0,702.0,2.29,1.83,3.64,24.6,21.72,17.51,34.58,96,1.3
4810,9685,401,3150.96,3111.57,3213.22,6.487432745,3158.58,0.8,-7.0,691.0,693.0,694.0,4.56,4.49,4.63,27.27,27.2,26.86,27.74,112,1.2
4811,9686,387,3024.04,2954.84,3092.75,6.2804134739999995,3023.88,1.82,-7.0,692.0,692.0,695.0,4.37,4.27,4.45,26.95,26.96,26.34,27.57,104,0.0
4812,9688,128,2734.26,1111.66,2147.18,4.995690473,1997.7,2.53,-7.1,687.0,682.0,686.0,3.98,1.63,3.13,53.71,73.51,29.89,57.72,109,0.9
4813,9689,159,860.16,897.35,942.56,2.116736386,900.02,1.18,-7.5,672.0,685.0,688.0,1.28,1.31,1.37,19.57,18.7,19.51,20.5,92,0.7
4814,9692,310,2321.3,2268.96,2508.66,4.939898741,2366.31,0.16,-6.7,695.0,696.0,693.0,3.34,3.26,3.62,26.48,25.98,25.39,28.08,129,1.5
4815,9693,302,2404.71,2318.2,2477.58,5.074550693,2400.16,0.43,-7.0,693.0,692.0,694.0,3.47,3.35,3.57,27.55,27.6,26.61,28.44,108,1.6
4816,9695,261,2063.1,2062.16,2139.0,4.446303223999999,2088.09,0.45,-7.0,690.0,692.0,690.0,2.99,2.98,3.1,27.73,27.4,27.39,28.41,109,0.8
4817,9698,245,1968.12,1130.25,2034.48,3.961174685,1710.95,0.32,-7.0,693.0,685.0,692.0,2.84,1.65,2.94,24.22,27.86,16.0,28.79,112,0.8
4818,9699,143,1314.33,832.48,954.8,2.787687964,1033.87,-0.66,-7.4,681.0,688.0,682.0,1.93,1.21,1.4,25.15,31.98,20.25,23.23,64,0.6
4819,9700,191,1223.2,1671.84,870.66,2.771652043,1255.23,-1.31,-7.5,695.0,688.0,691.0,1.76,2.43,1.26,22.92,22.33,30.52,15.9,85,0.9
4820,9701,216,1761.48,1758.96,1728.56,3.7756908539999996,1749.67,-2.19,-7.2,699.0,698.0,697.0,2.52,2.52,2.48,28.33,28.52,28.48,27.99,71,0.1
4821,9703,174,1348.3,1575.22,1575.22,3.037360301,1499.58,-2.39,-7.5,695.0,697.0,697.0,1.94,2.26,2.26,30.16,27.12,31.69,31.69,108,1.4
4822,9705,144,1022.14,708.24,1210.88,2.202001841,980.42,-3.0,-7.5,686.0,681.0,688.0,1.49,1.04,1.76,23.88,24.9,17.25,29.49,115,0.9
4823,9706,104,803.88,760.35,852.5,1.770431661,805.58,-3.95,-7.7,693.0,685.0,682.0,1.16,1.11,1.25,27.26,27.2,25.73,28.84,94,0.9
4824,9707,95,748.0,762.57,798.08,1.6558328619999998,769.55,-4.48,-7.7,680.0,687.0,688.0,1.1,1.11,1.16,28.55,27.75,28.3,29.61,112,0.0
4825,9709,93,833.69,771.68,762.57,1.748250059,789.31,-5.56,-7.7,689.0,689.0,687.0,1.21,1.12,1.11,30.03,31.72,29.36,29.01,114,0.4
4826,9710,83,738.3,727.16,660.48,1.593547637,708.65,-5.71,-7.8,690.0,686.0,688.0,1.07,1.06,0.96,30.22,31.49,31.01,28.17,97,0.0
4827,9714,41,335.5,444.6,326.83,0.792041955,368.98,-7.66,-8.0,671.0,684.0,667.0,0.5,0.65,0.49,32.07,29.16,38.64,28.4,80,0.0
4828,9716,51,274.7,371.8,379.12,0.645850722,341.87,-8.54,-8.3,670.0,676.0,677.0,0.41,0.55,0.56,23.96,19.25,26.05,26.57,102,0.0
4829,9720,196,1163.76,1111.48,1077.48,2.186856558,1117.57,-17.12,-18.9,746.0,751.0,738.0,1.56,1.48,1.46,20.96,21.83,20.85,20.21,273,0.0
4830,9723,218,1370.8,1311.2,1374.54,2.780828715,1352.18,-12.94,-18.1,745.0,745.0,739.0,1.84,1.76,1.86,22.49,22.8,21.81,22.86,238,0.0
4831,9724,224,1437.85,1400.6,1446.9,2.8689256430000003,1428.45,-14.67,-18.0,745.0,745.0,742.0,1.93,1.88,1.95,23.26,23.41,22.8,23.56,234,0.0
4832,9725,231,1584.72,1559.14,1550.78,3.16562812,1564.88,-13.7,-17.7,744.0,746.0,742.0,2.13,2.09,2.09,24.63,24.94,24.54,24.41,280,0.0
4833,9727,249,1736.28,1674.0,1778.58,3.518961937,1729.62,-12.56,-17.0,742.0,744.0,738.0,2.34,2.25,2.41,25.16,25.25,24.35,25.87,275,0.0
4834,9730,269,1997.27,1884.16,2031.36,4.077921165,1970.93,-10.91,-16.2,737.0,736.0,736.0,2.71,2.56,2.76,26.39,26.74,25.23,27.2,278,0.0
4835,9731,279,2059.02,1999.2,2141.83,4.277379023,2066.68,-9.16,-15.5,738.0,735.0,731.0,2.79,2.72,2.93,26.53,26.43,25.66,27.49,265,0.0
4836,9732,282,2178.56,2093.52,2159.4,4.446230516,2143.83,-10.12,-15.3,736.0,732.0,732.0,2.96,2.86,2.95,27.31,27.75,26.67,27.51,275,0.0
4837,9734,296,2261.88,2206.33,2372.5,4.648542139,2280.24,-10.08,-14.9,732.0,733.0,730.0,3.09,3.01,3.25,27.67,27.45,26.77,28.79,262,0.0
4838,9738,321,2543.88,2442.72,2660.82,5.201431745,2549.14,-8.85,-14.0,731.0,727.0,727.0,3.48,3.36,3.66,28.41,28.35,27.22,29.65,267,0.7
4839,9739,321,2642.64,2573.75,2736.72,5.409444972,2651.04,-8.29,-13.7,728.0,725.0,724.0,3.63,3.55,3.78,29.49,29.4,28.63,30.44,267,1.4
4840,9740,334,2708.16,2617.2,2852.56,5.540527825,2725.97,-8.18,-13.3,728.0,727.0,724.0,3.72,3.6,3.94,29.13,28.94,27.97,30.48,272,0.8
4841,9741,343,2762.25,2700.52,2924.96,5.666931067,2795.91,-8.18,-13.4,725.0,724.0,724.0,3.81,3.73,4.04,29.09,28.74,28.1,30.44,267,0.3
4842,9742,344,2913.69,2866.34,2981.86,5.935372579,2920.63,-7.83,-12.9,723.0,722.0,722.0,4.03,3.97,4.13,30.27,30.2,29.71,30.9,269,1.0
4843,9743,359,2987.0,2888.0,3113.27,6.0755545710000005,2996.09,-7.37,-12.7,725.0,722.0,719.0,4.12,4.0,4.33,29.71,29.62,28.64,30.87,261,1.0
4844,9744,363,3014.91,2973.6,3175.2,6.171880401,3054.57,-7.52,-12.4,723.0,720.0,720.0,4.17,4.13,4.41,29.97,29.58,29.17,31.15,286,0.4
4845,9747,380,3262.35,3190.65,3384.24,6.655939563,3279.08,-6.45,-11.7,717.0,717.0,717.0,4.55,4.45,4.72,30.62,30.47,29.8,31.6,265,0.0
4846,9748,387,3298.2,3310.8,3470.04,6.781522053,3359.68,-6.45,-11.5,717.0,712.0,714.0,4.6,4.65,4.86,30.81,30.24,30.36,31.82,332,0.6
4847,9749,390,3405.78,3455.04,3488.8,6.963605841000001,3449.87,-6.35,-11.4,714.0,708.0,712.0,4.77,4.88,4.9,31.38,30.98,31.43,31.73,257,0.3
4848,9750,401,3434.34,3494.7,3652.56,7.063473111,3527.2,-5.96,-11.0,714.0,706.0,712.0,4.81,4.95,5.13,31.16,30.34,30.87,32.27,294,1.3
4849,9752,410,3519.45,3639.68,3729.45,7.28377367,3629.53,-5.39,-10.5,711.0,704.0,705.0,4.95,5.17,5.29,31.3,30.35,31.39,32.16,327,1.0
4850,9754,420,3768.31,3804.1,3897.56,7.73084802,3823.32,-3.85,-9.7,707.0,698.0,701.0,5.33,5.45,5.56,32.02,31.56,31.86,32.64,278,1.4
4851,9755,425,3846.96,3889.26,3960.65,7.913687078,3898.96,-3.54,-9.8,702.0,697.0,701.0,5.48,5.58,5.65,32.24,31.81,32.16,32.75,260,0.4
4852,9756,425,3871.0,3886.4,3991.29,7.9696494389999994,3916.23,-2.75,-9.6,700.0,694.0,699.0,5.53,5.6,5.71,32.29,31.92,32.05,32.91,260,0.6
4853,9758,443,4039.08,4029.6,4163.05,8.770744753999999,4077.24,-1.96,-9.4,694.0,690.0,695.0,5.82,5.84,5.99,32.17,31.86,31.79,32.84,282,0.0
4854,9759,452,4080.72,4116.0,4222.8,8.470825008,4139.84,-1.12,-9.3,694.0,686.0,690.0,5.88,6.0,6.12,31.92,31.46,31.73,32.56,313,0.0
4855,9761,479,4273.14,4296.6,4431.95,8.893070403,4333.9,1.05,-8.5,687.0,682.0,685.0,6.22,6.3,6.47,31.3,30.86,31.03,32.0,304,0.7
4856,9766,496,3968.23,3903.2,4201.77,8.197750665,4024.4,1.18,-7.8,683.0,680.0,681.0,5.81,5.74,6.17,28.05,27.66,27.21,29.29,279,0.8
4857,9770,559,4759.04,4697.54,4765.18,9.842467557,4740.59,2.51,-7.6,676.0,673.0,674.0,7.04,6.98,7.07,29.18,29.3,28.92,29.34,308,0.0
4858,9771,596,4779.0,4811.52,4864.2,9.940599595,4818.24,2.97,-6.9,675.0,672.0,670.0,7.08,7.16,7.26,27.78,27.55,27.74,28.04,292,0.1
4859,9773,612,4866.28,4870.32,4922.46,10.11310817,4886.35,3.54,-6.9,674.0,669.0,667.0,7.22,7.28,7.38,27.38,27.27,27.29,27.58,269,0.0
4860,9774,624,4877.01,4949.14,4955.04,10.20383003,4927.06,3.78,-6.7,669.0,667.0,666.0,7.29,7.42,7.44,27.05,26.78,27.17,27.21,330,1.1
4861,9775,651,4970.67,5044.26,4966.72,10.39494989,4993.88,3.99,-7.2,669.0,669.0,664.0,7.43,7.54,7.48,26.26,26.14,26.53,26.12,330,0.0
4862,9777,623,4589.86,4736.52,4475.6,9.506384771,4600.66,3.6,-7.5,673.0,669.0,670.0,6.82,7.08,6.68,25.32,25.26,26.06,24.63,321,0.0
4863,9778,695,5111.16,5201.46,5152.3,10.69978662,5154.97,4.28,-6.3,669.0,666.0,670.0,7.64,7.81,7.69,25.37,25.15,25.6,25.36,273,0.7
4864,9779,701,5015.84,5073.95,5214.78,10.92828463,5101.52,4.74,-6.4,667.0,665.0,666.0,7.52,7.63,7.83,24.85,24.43,24.72,25.4,323,1.6
4865,9781,592,3953.68,3291.48,4495.28,7.968281732,3913.48,4.91,-6.5,677.0,669.0,664.0,5.84,4.92,6.77,22.56,22.79,18.97,25.91,267,0.0
4866,9783,614,4298.52,4447.45,4183.86,8.69686538,4309.94,3.05,-6.5,678.0,679.0,677.0,6.34,6.55,6.18,24.11,24.05,24.88,23.41,167,0.0
4867,9784,700,5243.7,5004.12,4670.82,10.51253309,4972.88,3.39,-6.6,681.0,669.0,674.0,7.7,7.48,6.93,24.37,25.7,24.53,22.89,239,0.0
4868,9786,663,5066.05,4912.83,5097.4,10.52390649,5025.43,4.85,-6.4,671.0,663.0,662.0,7.55,7.41,7.7,25.87,26.08,25.29,26.24,308,2.0
4869,9787,711,4931.2,5501.22,5363.67,10.70895469,5265.36,5.41,-6.5,670.0,662.0,663.0,7.36,8.31,8.09,25.23,23.63,26.36,25.7,350,0.3
4870,9788,668,4915.08,5188.85,5017.96,10.38654248,5040.63,6.26,-6.4,666.0,661.0,662.0,7.38,7.85,7.58,25.63,24.99,26.38,25.51,324,0.0
4871,9791,685,4979.04,5018.4,5331.7,10.52888164,5109.71,8.51,-5.5,656.0,656.0,655.0,7.59,7.65,8.14,25.14,24.49,24.69,26.23,298,0.1
4872,9792,673,5323.22,5202.96,5403.75,11.28606694,5309.98,8.97,-6.4,658.0,652.0,655.0,8.09,7.98,8.25,26.54,26.61,26.01,27.01,30,1.8
4873,9793,682,5072.56,5188.47,5204.41,10.71453585,5155.15,9.55,-6.5,652.0,651.0,653.0,7.78,7.97,7.97,25.38,24.97,25.54,25.62,22,1.5
4874,9794,714,5139.11,5325.18,5480.52,11.04980048,5314.94,9.76,-5.9,653.0,651.0,654.0,7.87,8.18,8.38,24.97,24.15,25.02,25.75,53,0.0
4875,9795,701,5362.8,5501.94,5570.5,11.37997966,5478.41,9.89,-6.4,654.0,642.0,650.0,8.2,8.57,8.57,26.2,25.65,26.32,26.65,326,0.0
4876,9796,685,5406.84,5353.5,5335.01,11.328641699999999,5365.12,10.66,-6.0,653.0,645.0,653.0,8.28,8.3,8.17,26.19,26.39,26.13,26.04,328,1.6
4877,9798,705,5577.0,5471.62,5538.32,11.66512305,5528.98,10.16,-5.1,650.0,646.0,647.0,8.58,8.47,8.56,26.27,26.5,26.0,26.32,259,0.0
4878,9799,683,5193.5,5200.3,5372.85,10.9525535,5255.55,11.39,-4.8,650.0,646.0,645.0,7.99,8.05,8.33,25.66,25.36,25.39,26.24,286,0.0
4879,9800,675,5216.4,5248.8,5304.0,10.99334704,5256.4,11.39,-5.9,648.0,648.0,650.0,8.05,8.1,8.16,25.97,25.77,25.93,26.21,293,0.6
4880,9803,723,5624.64,5726.64,5844.87,11.89974969,5732.05,10.66,-5.8,648.0,642.0,643.0,8.68,8.92,9.09,26.51,26.01,26.49,27.03,283,0.5
4881,9804,748,5701.8,5803.68,5788.23,12.05846294,5764.57,10.56,-5.7,645.0,642.0,641.0,8.84,9.04,9.03,25.78,25.5,25.95,25.88,331,0.0
4882,9807,730,5732.42,5856.6,5873.45,12.09444274,5820.82,10.72,-5.7,647.0,645.0,649.0,8.86,9.08,9.05,26.66,26.25,26.82,26.9,324,2.5
4883,9808,686,5742.94,5730.02,5745.36,12.07649919,5739.44,9.7,-5.6,646.0,646.0,647.0,8.89,8.87,8.88,28.07,28.09,28.03,28.1,298,0.3
4884,9809,667,5268.16,5523.3,5499.0,11.18585011,5430.15,9.2,-5.6,652.0,646.0,650.0,8.08,8.55,8.46,27.37,26.55,27.83,27.71,275,0.6
4885,9810,678,5424.64,5297.5,5416.32,11.36628787,5379.49,9.37,-5.4,652.0,650.0,651.0,8.32,8.15,8.32,26.65,26.88,26.25,26.84,353,0.0
4886,9811,614,4863.92,4869.48,4662.42,10.07478005,4798.61,9.87,-5.2,652.0,651.0,653.0,7.46,7.48,7.14,26.21,26.56,26.59,25.46,296,0.8
4887,9812,656,4767.66,4785.68,5174.5,10.38814745,4909.28,9.16,-5.5,654.0,652.0,655.0,7.29,7.34,7.9,25.16,24.43,24.53,26.52,12,1.6
4888,9814,601,4796.1,4826.52,4911.54,10.15066815,4844.72,8.18,-5.9,657.0,654.0,654.0,7.3,7.38,7.51,27.19,26.92,27.09,27.57,48,0.7
4889,9819,734,5355.72,5512.6,5780.28,11.56762066,5549.53,13.45,-4.8,684.0,641.0,638.0,7.83,8.6,9.06,25.03,24.16,24.86,26.07,7,1.4
4890,9821,640,5182.58,5714.28,5467.15,11.13373768,5454.67,12.12,-5.4,643.0,666.0,647.0,8.06,8.58,8.45,28.35,26.94,29.7,28.42,328,0.7
4891,9822,757,5579.07,4870.4,5547.0,11.61565436,5332.16,11.37,-5.0,651.0,640.0,645.0,8.57,7.61,8.6,23.49,24.58,21.46,24.44,347,0.2
4892,9823,633,5449.99,5414.5,5351.64,11.13255482,5405.38,12.33,-4.5,689.0,637.0,644.0,7.91,8.5,8.31,28.38,28.62,28.43,28.1,281,0.0
4893,9824,612,4766.12,5079.7,5083.13,10.20836766,4976.32,13.45,-4.6,652.0,643.0,641.0,7.31,7.9,7.93,26.92,25.78,27.48,27.5,276,0.0
4894,9825,662,5292.46,5000.45,5082.6,11.032147199999999,5125.17,14.27,-5.0,647.0,637.0,645.0,8.18,7.85,7.88,25.55,26.39,24.93,25.34,358,0.0
4895,9827,560,5122.78,5374.72,4803.21,10.68500906,5100.24,13.03,-4.9,646.0,646.0,643.0,7.93,8.32,7.47,30.2,30.33,31.82,28.44,354,2.7
4896,9828,578,4257.14,4615.0,4186.09,8.778316599,4352.74,10.91,-5.2,646.0,650.0,647.0,6.59,7.1,6.47,25.16,24.61,26.67,24.2,36,1.2
4897,9832,530,5266.59,5510.38,4629.2,10.91407449,5135.39,9.72,-5.7,651.0,646.0,652.0,8.09,8.53,7.1,32.51,33.34,34.88,29.3,317,0.0
4898,9833,527,4126.5,4082.21,4055.44,8.667519703,4088.05,11.31,-4.9,655.0,649.0,652.0,6.3,6.29,6.22,25.88,26.12,25.84,25.67,247,0.0
4899,9834,636,4250.95,4641.63,5078.95,9.270469592000001,4657.18,11.14,-4.5,655.0,651.0,647.0,6.49,7.13,7.85,24.44,22.31,24.36,26.66,353,0.8
4900,9837,748,5435.04,5766.4,5632.45,11.42782606,5611.3,13.06,-4.8,676.0,680.0,635.0,8.04,8.48,8.87,24.87,24.09,25.56,24.96,8,0.1
4901,9839,675,4894.74,5302.25,5367.84,10.65049489,5188.28,15.62,-5.2,639.0,635.0,633.0,7.66,8.35,8.48,25.25,23.82,25.8,26.12,49,1.4
4902,9840,674,5209.59,5439.49,5743.08,11.40167572,5464.05,16.01,-4.9,633.0,653.0,636.0,8.23,8.33,9.03,26.59,25.35,26.47,27.95,26,0.0
4903,9842,690,5458.2,5625.9,5676.8,11.5996076,5586.97,12.1,-4.6,660.0,658.0,640.0,8.27,8.55,8.87,26.94,26.32,27.12,27.37,23,1.8
4904,9843,684,5428.33,5553.3,5647.21,11.63471116,5542.95,11.14,-4.7,647.0,642.0,641.0,8.39,8.65,8.81,27.05,26.49,27.1,27.56,18,0.0
4905,9844,677,5437.89,5376.28,5516.42,11.57422401,5443.53,14.74,-4.7,639.0,637.0,637.0,8.51,8.44,8.66,26.49,26.47,26.17,26.85,58,0.0
4906,9845,673,5418.72,5389.02,5477.76,11.707775199999999,5428.5,14.93,-4.4,639.0,637.0,634.0,8.48,8.46,8.64,26.56,26.51,26.37,26.8,29,1.2
4907,9847,671,5331.69,5372.1,5435.6,11.26705395,5379.8,14.18,-4.4,637.0,635.0,635.0,8.37,8.46,8.56,26.47,26.24,26.43,26.75,318,0.0
4908,9848,670,5323.32,5353.04,5382.43,11.27902014,5352.93,16.49,-4.3,636.0,632.0,631.0,8.37,8.47,8.53,26.16,26.01,26.16,26.3,73,0.0
4909,9849,672,5338.06,5389.0,5384.24,11.26754389,5370.43,15.95,-4.4,637.0,634.0,629.0,8.38,8.5,8.56,26.22,26.06,26.31,26.28,76,0.9
4910,9850,673,5312.58,5382.43,5363.12,11.17159151,5352.71,15.68,-5.0,637.0,631.0,628.0,8.34,8.53,8.54,26.12,25.92,26.26,26.17,137,0.1
4911,9851,671,5227.92,5329.8,5339.78,11.13585873,5299.17,17.45,-4.5,636.0,630.0,626.0,8.22,8.46,8.53,25.77,25.42,25.92,25.96,4,0.0
4912,9852,670,5222.25,5306.6,5373.9,11.08772497,5300.92,17.33,-4.7,633.0,628.0,630.0,8.25,8.45,8.53,25.82,25.44,25.85,26.18,112,0.0
4913,9853,674,5260.5,5291.88,5384.8,11.14425311,5312.39,17.99,-4.3,630.0,627.0,635.0,8.35,8.44,8.48,25.66,25.41,25.57,26.01,298,0.0
4914,9856,619,4992.8,5133.2,4757.74,10.41025057,4961.25,19.08,-3.4,632.0,626.0,631.0,7.9,8.2,7.54,25.99,26.16,26.89,24.93,94,0.0
4915,9857,565,3040.0,3407.9,4416.96,7.432037775,3621.62,15.56,-4.0,640.0,643.0,642.0,4.75,5.3,6.88,21.06,17.68,19.82,25.68,58,0.9
4916,9858,593,4687.88,4467.36,4460.28,9.980207127,4538.51,10.22,-3.9,652.0,656.0,654.0,7.19,6.81,6.82,25.63,26.48,25.23,25.19,351,1.7
4917,9859,530,4381.0,4525.68,4587.34,9.313420057,4498.01,9.81,-3.7,650.0,654.0,661.0,6.74,6.92,6.94,28.46,27.72,28.64,29.03,289,0.7
4918,9862,604,4439.5,4431.56,4367.77,9.249420117,4412.94,13.22,-4.2,650.0,646.0,649.0,6.83,6.86,6.73,24.21,24.35,24.31,23.96,138,0.0
4919,9863,588,4423.38,4531.2,4591.02,9.443941834,4515.2,14.51,-4.0,642.0,640.0,643.0,6.89,7.08,7.14,25.32,24.81,25.41,25.75,82,0.1
4920,9864,597,4474.18,4437.16,4558.87,9.477272752000001,4490.07,14.41,-4.0,641.0,644.0,643.0,6.98,6.89,7.09,24.81,24.72,24.52,25.19,82,0.0
4921,9865,583,4435.2,4502.1,4527.9,9.382478554,4488.4,13.89,-3.8,640.0,645.0,645.0,6.93,6.98,7.02,25.45,25.14,25.52,25.67,358,0.0
4922,9868,427,3194.76,3146.28,3135.6,6.810747189,3158.88,7.78,-3.6,674.0,668.0,670.0,4.74,4.71,4.68,24.99,25.28,24.89,24.81,348,0.0
4923,9869,485,3890.25,3963.4,3938.22,8.210559849,3930.62,9.64,-3.4,665.0,665.0,663.0,5.85,5.96,5.94,27.2,26.92,27.43,27.25,138,0.0
4924,9871,372,2912.7,3016.65,2840.29,6.30516016,2923.21,10.35,-4.6,665.0,663.0,659.0,4.38,4.55,4.31,26.31,26.21,27.15,25.56,127,0.0
4925,9874,308,2608.28,2011.32,2401.2,5.41167877,2340.27,9.51,-4.4,662.0,666.0,667.0,3.94,3.02,3.6,25.51,28.43,21.93,26.18,128,0.0
